,location
697,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/186.tiff
698,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/187.tiff
699,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/188.tiff
700,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/189.tiff
701,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/19.tiff
702,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/190.tiff
703,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/191.tiff
704,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/192.tiff
705,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/193.tiff
706,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/194.tiff
707,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/195.tiff
708,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/196.tiff
709,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/197.tiff
710,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/198.tiff
711,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/199.tiff
712,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/2.tiff
713,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/20.tiff
714,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/200.tiff
715,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/21.tiff
716,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/22.tiff
717,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/23.tiff
718,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/24.tiff
719,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/25.tiff
720,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/26.tiff
721,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/27.tiff
722,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/28.tiff
723,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/29.tiff
724,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/3.tiff
725,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/30.tiff
726,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/31.tiff
727,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/32.tiff
728,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/33.tiff
729,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/34.tiff
730,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/35.tiff
731,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/36.tiff
732,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/37.tiff
733,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/38.tiff
734,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/39.tiff
735,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/4.tiff
736,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/40.tiff
737,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/41.tiff
738,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/42.tiff
739,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/43.tiff
740,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/44.tiff
741,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/45.tiff
742,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/46.tiff
743,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/47.tiff
744,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/48.tiff
745,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/49.tiff
746,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/5.tiff
747,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/50.tiff
748,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/51.tiff
749,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/52.tiff
750,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/53.tiff
751,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/54.tiff
752,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/55.tiff
753,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/56.tiff
754,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/57.tiff
755,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/58.tiff
756,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/59.tiff
757,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/6.tiff
758,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/60.tiff
759,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/61.tiff
760,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/62.tiff
761,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/63.tiff
762,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/64.tiff
763,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/65.tiff
764,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/66.tiff
765,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/67.tiff
766,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/68.tiff
767,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/69.tiff
768,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/7.tiff
772,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/73.tiff
773,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/74.tiff
774,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/75.tiff
775,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/76.tiff
776,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/77.tiff
777,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/78.tiff
779,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/8.tiff
790,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/9.tiff
793,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/92.tiff
794,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/93.tiff
795,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/94.tiff
796,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/95.tiff
797,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/96.tiff
798,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/97.tiff
799,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/98.tiff
800,fullsampledata/subset2mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059/99.tiff
801,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/0.tiff
802,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/1.tiff
803,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/10.tiff
804,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/100.tiff
805,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/101.tiff
806,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/102.tiff
807,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/103.tiff
808,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/104.tiff
809,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/105.tiff
810,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/106.tiff
811,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/107.tiff
812,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/108.tiff
813,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/109.tiff
814,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/11.tiff
815,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/110.tiff
816,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/111.tiff
817,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/112.tiff
818,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/113.tiff
819,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/114.tiff
820,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/115.tiff
824,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/119.tiff
825,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/12.tiff
826,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/120.tiff
827,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/121.tiff
828,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/122.tiff
829,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/123.tiff
830,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/124.tiff
831,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/125.tiff
832,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/126.tiff
833,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/127.tiff
834,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/128.tiff
835,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/129.tiff
836,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/13.tiff
837,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/130.tiff
838,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/131.tiff
839,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/132.tiff
840,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/133.tiff
841,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/134.tiff
842,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/135.tiff
843,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/136.tiff
844,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/137.tiff
845,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/138.tiff
846,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/139.tiff
847,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/14.tiff
848,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/140.tiff
849,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/141.tiff
850,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/142.tiff
851,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/143.tiff
852,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/144.tiff
853,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/145.tiff
854,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/146.tiff
855,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/147.tiff
856,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/148.tiff
857,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/149.tiff
858,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/15.tiff
859,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/150.tiff
860,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/151.tiff
861,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/152.tiff
862,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/153.tiff
863,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/154.tiff
864,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/155.tiff
865,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/156.tiff
866,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/157.tiff
867,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/158.tiff
868,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/159.tiff
869,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/16.tiff
870,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/160.tiff
871,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/161.tiff
872,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/162.tiff
873,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/163.tiff
874,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/164.tiff
875,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/165.tiff
876,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/166.tiff
877,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/167.tiff
878,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/168.tiff
879,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/169.tiff
880,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/17.tiff
881,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/170.tiff
882,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/171.tiff
883,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/172.tiff
884,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/173.tiff
885,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/174.tiff
886,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/175.tiff
887,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/176.tiff
888,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/177.tiff
889,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/178.tiff
890,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/179.tiff
891,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/18.tiff
892,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/180.tiff
893,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/181.tiff
894,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/182.tiff
895,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/183.tiff
896,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/184.tiff
897,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/185.tiff
898,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/186.tiff
899,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/187.tiff
900,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/188.tiff
901,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/189.tiff
902,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/19.tiff
903,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/190.tiff
904,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/191.tiff
905,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/192.tiff
906,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/193.tiff
907,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/194.tiff
908,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/195.tiff
909,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/196.tiff
910,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/197.tiff
911,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/198.tiff
912,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/199.tiff
913,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/2.tiff
914,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/20.tiff
915,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/200.tiff
916,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/201.tiff
917,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/202.tiff
918,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/203.tiff
919,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/204.tiff
920,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/205.tiff
921,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/206.tiff
922,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/207.tiff
923,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/208.tiff
924,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/209.tiff
925,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/21.tiff
926,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/210.tiff
927,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/211.tiff
928,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/212.tiff
929,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/213.tiff
930,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/214.tiff
931,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/215.tiff
932,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/216.tiff
933,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/217.tiff
934,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/218.tiff
935,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/219.tiff
936,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/22.tiff
937,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/220.tiff
938,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/221.tiff
939,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/222.tiff
940,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/223.tiff
941,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/224.tiff
942,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/225.tiff
943,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/226.tiff
944,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/227.tiff
945,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/228.tiff
946,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/229.tiff
947,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/23.tiff
948,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/230.tiff
949,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/231.tiff
950,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/232.tiff
951,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/233.tiff
952,fullsampledata/subset3mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987/234.tiff
